DIAG_PRINC,TOTAL_OCORRENCIAS,valor_total,idade_media,sexo_majoritario,total_masculino,total_feminino,total_ignorado,descricao_cid
O911,69,17198.92,28.014492753623188,Feminino,0,69,0,Infeccoes mamarias associadas ao parto
C495,69,237606.49,45.01449275362319,Masculino,36,33,0,Neoplasia maligna do tecido conjuntivo e de outros tecidos moles
D24 ,69,44995.97,38.333333333333336,Feminino,4,65,0,Neoplasia benigna da mama
S318,68,83163.09,39.51470588235294,Masculino,49,19,0,"Ferimento do abdome, do dorso e da pelve"
K591,68,29774.7,47.61764705882353,Feminino,31,37,0,Outros transtornos funcionais do intestino
I517,68,172395.67,67.5,Feminino,30,38,0,Complicacoes de cardiopatias e doencas cardiacas mal definidas
T861,68,193891.15,49.1764705882353,Masculino,46,22,0,Falha e rejeicao de orgaos e tecidos transplantados
J852,68,282816.41,52.044117647058826,Masculino,50,18,0,Abscesso do pulmao e do mediastino
H720,68,54668.549999999996,39.0735294117647,Feminino,23,45,0,Perfuracao da membrana do timpano
K315,68,203727.66,60.5735294117647,Masculino,42,26,0,Outras doencas do estomago e do duodeno
S015,68,58287.13,32.720588235294116,Masculino,46,22,0,Ferimento da cabeca
I614,68,383894.32,60.0,Masculino,40,28,0,Hemorragia intracerebral
S361,68,152925.52,35.029411764705884,Masculino,49,19,0,Traumatismo de orgaos intra-abdominais
I351,68,1878277.01,57.9264705882353,Masculino,51,17,0,Transtornos nao-reumaticos da valva aortica
D401,68,71929.93000000001,38.411764705882355,Masculino,68,0,0,Neoplasia de comportamento incerto ou desconhecido dos orgaos genitais masculinos
M542,68,38205.13,52.5,Feminino,28,40,0,Dorsalgia
G060,68,307733.92,44.26470588235294,Masculino,37,31,0,Abscesso e granuloma intracranianos e intra-raquidianos
O868,67,20878.18,26.417910447761194,Feminino,0,67,0,Outras infeccoes puerperais
C788,67,35167.44,62.582089552238806,Masculino,42,25,0,Neoplasia maligna secundaria dos orgaos respiratorios e digestivos
C518,67,164688.08000000002,65.23880597014926,Feminino,0,67,0,Neoplasia maligna da vulva
M510,67,441347.17,53.76119402985075,Masculino,40,27,0,Outros transtornos de discos intervertebrais
L932,67,94444.25,34.74626865671642,Feminino,10,57,0,Lupus eritematoso
C65 ,67,255042.74,63.582089552238806,Masculino,42,25,0,Neoplasia maligna da pelve renal
N858,67,81827.20999999999,43.46268656716418,Feminino,0,67,0,"Outros transtornos nao-inflamatorios do utero, exceto do colo do utero"
C675,67,125747.45999999999,67.86567164179104,Masculino,47,20,0,Neoplasia maligna da bexiga
O754,66,50250.48,30.87878787878788,Feminino,0,66,0,Outras complicacoes do trabalho de parto e do parto nao classificadas em outra parte
M216,66,45511.15,48.06060606060606,Masculino,36,30,0,Outras deformidades adquiridas dos membros
K660,66,181816.37,53.34848484848485,Feminino,25,41,0,Outros transtornos do peritonio
B338,66,21624.41,27.636363636363637,Masculino,34,32,0,Outras doencas por virus nao classificada em outra parte
G700,66,223308.69,49.75757575757576,Feminino,26,40,0,Miastenia gravis e outros transtornos neuromusculares
I731,66,75368.55,63.04545454545455,Masculino,37,29,0,Outras doencas vasculares perifericas
D483,66,478002.71,47.90909090909091,Feminino,26,40,0,Neoplasia de comportamento incerto ou desconhecido de outras localizacoes e de localizacoes nao especificadas
O421,65,48863.79,26.784615384615385,Feminino,0,65,0,Ruptura prematura de membranas
C437,65,124388.51,61.815384615384616,Feminino,23,42,0,Melanoma maligno da pele
S468,65,76968.72,44.69230769230769,Masculino,37,28,0,Traumatismo de tendao e musculo ao nivel do ombro e do braco
F338,65,27542.18,42.738461538461536,Feminino,23,42,0,Transtorno depressivo recorrente
K30 ,65,27559.7,56.33846153846154,Masculino,33,32,0,Dispepsia
G992,65,121239.8,44.36923076923077,Feminino,29,36,0,Outros transtornos do sistema nervoso em doencas classificadas em outra parte
H119,65,31509.370000000003,54.738461538461536,Masculino,36,29,0,Outros transtornos da conjuntiva
M519,65,251285.5,52.16923076923077,Masculino,34,31,0,Outros transtornos de discos intervertebrais
P358,64,148498.02,1.546875,Masculino,34,30,0,Doencas virais congenitas
M679,64,16015.5,46.703125,Feminino,28,36,0,Outros transtornos das sinovias e dos tendoes
T940,64,110005.76000000001,48.59375,Masculino,40,24,0,Sequelas de traumatismos envolvendo multiplas regioes do corpo e as nao especificadas
J451,64,51412.78,13.984375,Masculino,32,32,0,Asma
C321,64,139121.6,63.5625,Masculino,54,10,0,Neoplasia maligna da laringe
S630,64,23329.09,41.421875,Masculino,47,17,0,"Luxacao, entorse e distensao das articulacoes e dos ligamentos ao nivel do punho e da mao"
C408,63,281110.47,45.111111111111114,Masculino,32,31,0,Neoplasia maligna dos ossos e cartilagens articulares dos membros
T292,63,167461.03,36.22222222222222,Masculino,37,26,0,Queimaduras e corrosoes de multiplas regioes do corpo
Q541,63,28592.76,4.777777777777778,Masculino,63,0,0,Hipospadias
Q210,63,1457191.93,9.126984126984127,Feminino,31,32,0,Malformacoes congenitas dos septos cardiacos
Q668,63,33234.25,19.77777777777778,Masculino,32,31,0,Deformidades congenitas do pe
I220,63,225943.18,61.317460317460316,Masculino,38,25,0,Infarto do miocardio recorrente
M844,63,132488.39,61.44444444444444,Feminino,26,37,0,Transtornos da continuidade do osso
S889,63,135916.02,60.77777777777778,Masculino,43,20,0,Amputacao traumatica da perna
D090,62,65278.11,71.24193548387096,Masculino,39,23,0,Carcinoma in situ de outras localizacoes e das nao especificadas
K710,62,76222.68000000001,48.193548387096776,Feminino,30,32,0,Doenca hepatica toxica
C160,62,278757.39,67.95161290322581,Masculino,40,22,0,Neoplasia maligna do estomago
E779,62,18004.22,4.0,Masculino,35,27,0,Disturbios do metabolismo de glicoproteinas
S127,62,134833.37,54.806451612903224,Masculino,41,21,0,Fratura do pescoco
J709,62,121917.13,60.193548387096776,Masculino,35,27,0,Afeccoes respiratorias devida a outros agentes externos
K122,62,38001.28,26.032258064516128,Feminino,29,33,0,Estomatite e lesoes correlatas
C505,62,188896.63,58.74193548387097,Feminino,0,62,0,Neoplasia maligna da mama
K449,62,171947.6,47.0,Feminino,21,41,0,Hernia diafragmatica
K109,62,75892.9,37.74193548387097,Feminino,27,35,0,Outras doencas dos maxilares
O458,61,57149.409999999996,28.491803278688526,Feminino,0,61,0,Descolamento prematuro da placenta [abruptio placentae]
K720,61,167614.46,57.721311475409834,Masculino,35,26,0,Insuficiencia hepatica nao classificada em outra parte
L033,61,39608.57,43.75409836065574,Masculino,37,24,0,Celulite (Flegmao)
N492,61,28929.55,50.78688524590164,Masculino,61,0,0,"Transtornos inflamatorios de orgaos genitais masculinos, nao classificados em outra parte"
I718,61,1127455.34,65.37704918032787,Masculino,38,23,0,Aneurisma e disseccao da aorta
R610,61,62709.57,24.672131147540984,Feminino,19,42,0,Hiperidrose
O335,61,44991.44,27.295081967213115,Feminino,0,61,0,Assistencia prestada a mae por uma desproporcao conhecida ou suspeita
C791,61,148926.83,64.59016393442623,Masculino,44,17,0,Neoplasia maligna secundaria de outras localizacoes
O351,61,47203.79,28.081967213114755,Feminino,0,61,0,"Assistencia prestada a mae por anormalidade e lesao fetais, conhecidas ou suspeitadas"
D374,61,148881.76,61.967213114754095,Feminino,29,32,0,Neoplasia de comportamento incerto ou desconhecido da cavidade oral e dos orgaos digestivos
F918,61,39553.41,26.59016393442623,Masculino,40,21,0,Disturbios de conduta
K299,61,20410.16,50.885245901639344,Masculino,31,30,0,Gastrite e duodenite
A630,61,23536.670000000002,41.18032786885246,Masculino,39,22,0,"Outras doencas de transmissao predominantemente sexual, nao classificadas em outra parte"
M230,61,40525.5,47.868852459016395,Masculino,32,29,0,Transtornos internos dos joelhos
K413,61,67526.35,55.540983606557376,Masculino,42,19,0,Hernia femoral
D051,61,154173.11000000002,57.704918032786885,Feminino,1,60,0,Carcinoma in situ da mama
B178,60,26403.02,41.68333333333333,Masculino,32,28,0,Outras hepatites virais agudas
M664,60,35448.37,52.95,Masculino,37,23,0,Ruptura espontanea de sinovia e de tendao
Q175,60,24318.47,18.633333333333333,Masculino,33,27,0,Outras malformacoes congenitas da orelha
F412,60,31841.22,38.233333333333334,Feminino,24,36,0,Outros transtornos ansiosos
I828,60,226615.52,60.266666666666666,Feminino,28,32,0,Outra embolia e trombose venosas
Q289,60,275109.8,34.05,Feminino,28,32,0,Outras malformacoes congenitas do aparelho circulatorio
C029,60,59360.1,63.7,Masculino,42,18,0,Neoplasia maligna de outras partes e de partes nao especificadas da lingua
T432,60,92610.75,31.333333333333332,Feminino,23,37,0,Intoxicacao por drogas psicotropicas nao classificadas em outra parte
G312,60,60392.770000000004,55.61666666666667,Masculino,50,10,0,Outras doencas degenerativas do sistema nervoso nao classificadas em outra parte
C440,60,114679.22,61.0,Masculino,35,25,0,Outras neoplasias malignas da pele
I843,60,20398.89,49.766666666666666,Feminino,28,32,0,Hemorroidas
T026,60,105194.01,47.333333333333336,Masculino,41,19,0,Fraturas envolvendo multiplas regioes do corpo
T233,60,140396.99,34.45,Masculino,40,20,0,Queimadura e corrosao do punho e da mao
K078,60,45948.9,31.5,Feminino,26,34,0,Anomalias dentofaciais (inclusive a maloclusao)
Z479,60,119126.92,48.05,Feminino,28,32,0,Outros cuidados de seguimento ortopedico
T742,59,13715.42,7.372881355932203,Feminino,10,49,0,Sindromes de maus tratos
O658,59,42953.25,28.25423728813559,Feminino,0,59,0,Obstrucao do trabalho de parto devida a anormalidade pelvica da mae
E100,59,48852.66,54.186440677966104,Feminino,25,34,0,Diabetes mellitus insulino-dependente
F09 ,59,32688.49,40.220338983050844,Masculino,32,27,0,Transtorno mental organico ou sintomatico nao especificado
G450,59,69215.04,67.22033898305085,Masculino,35,24,0,Acidentes vasculares cerebrais isquemicos transitorios e sindromes correlatas
I709,59,333227.12,66.05084745762711,Masculino,34,25,0,Aterosclerose
C785,59,126655.88,62.186440677966104,Masculino,31,28,0,Neoplasia maligna secundaria dos orgaos respiratorios e digestivos
H46 ,59,50098.78,48.067796610169495,Feminino,23,36,0,Neurite optica
K593,59,184471.38,53.45762711864407,Masculino,31,28,0,Outros transtornos funcionais do intestino
K092,59,26094.21,31.88135593220339,Feminino,28,31,0,Cistos da regiao bucal nao classificados em outra parte
K623,59,28174.98,63.50847457627118,Feminino,7,52,0,Outras doencas do reto e do anus
S017,58,48218.81,45.96551724137931,Masculino,48,10,0,Ferimento da cabeca
F202,58,66825.78,43.43103448275862,Masculino,37,21,0,Esquizofrenia
K458,58,55647.4,50.758620689655174,Feminino,20,38,0,Outras hernias abdominais
I611,58,327804.74,67.39655172413794,Masculino,30,28,0,Hemorragia intracerebral
M501,58,204512.53,51.96551724137931,Feminino,24,34,0,Transtornos dos discos cervicais
F107,58,41312.0,56.43103448275862,Masculino,56,2,0,Transtornos mentais e comportamentais devidos ao uso de alcool
R300,58,21314.19,55.43103448275862,Feminino,25,33,0,Dor associada a miccao
N921,58,14319.43,41.05172413793103,Feminino,0,58,0,"Menstruacao excessiva, frequente e irregular"
D128,58,189012.31,60.206896551724135,Feminino,22,36,0,"Neoplasia benigna do colon, reto, canal anal e anus"
S311,58,170214.13999999998,38.13793103448276,Masculino,49,9,0,"Ferimento do abdome, do dorso e da pelve"
S836,58,208348.22,35.13793103448276,Masculino,39,19,0,"Luxacao, entorse e distensao das articulacoes e dos ligamentos do joelho"
C252,58,176258.7,60.51724137931034,Masculino,32,26,0,Neoplasia maligna do pancreas
M868,58,85085.56,48.37931034482759,Masculino,36,22,0,Osteomielite
M546,58,45692.09,52.689655172413794,Feminino,24,34,0,Dorsalgia
K630,58,212058.75,56.13793103448276,Masculino,32,26,0,Outras doencas do intestino
R51 ,58,37057.98,40.08620689655172,Feminino,20,38,0,Cefaleia
T253,57,134545.61,49.3859649122807,Masculino,33,24,0,Queimadura e corrosao do tornozelo e do pe
S530,57,38973.86,38.43859649122807,Feminino,28,29,0,"Luxacao, entorse e distensao das articulacoes e dos ligamentos do cotovelo"
J15 ,57,37671.82,55.40350877192982,Masculino,31,26,0,Pneumonia bacteriana nao classificada em outra parte
J14 ,57,42101.329999999994,68.91228070175438,Feminino,28,29,0,Pneumonia devida a Haemophilus infuenzae
K431,57,71216.36,55.01754385964912,Masculino,32,25,0,Hernia ventral
T902,57,165433.24,37.68421052631579,Masculino,42,15,0,Sequelas de traumatismo da cabeca
F120,57,88758.98,34.10526315789474,Feminino,13,44,0,Transtornos mentais e comportamentais devidos ao uso de canabinoides
O418,57,48186.2,26.31578947368421,Feminino,0,57,0,Outros transtornos das membranas e do liquido amniotico
O241,57,17309.76,32.08771929824562,Feminino,0,57,0,Diabetes mellitus na gravidez
Z944,57,117381.13,36.40350877192982,Masculino,33,24,0,Orgaos e tecidos transplantados
D618,57,70034.77,56.73684210526316,Feminino,21,36,0,Outras anemias aplasticas
E888,57,28150.89,55.05263157894737,Feminino,25,32,0,Outros disturbios metabolicos
T431,57,160973.25,49.35087719298246,Feminino,28,29,0,Intoxicacao por drogas psicotropicas nao classificadas em outra parte
T935,56,45905.67,44.19642857142857,Masculino,41,15,0,Sequelas de traumatismos do membro inferior
M899,56,32698.15,40.089285714285715,Masculino,41,15,0,Outros transtornos osseos
D691,56,31161.72,41.32142857142857,Feminino,18,38,0,Purpura e outras afeccoes hemorragicas
A403,56,135255.79,68.32142857142857,Masculino,28,28,0,Septicemia estreptococica
I429,56,77657.16,50.339285714285715,Masculino,38,18,0,Cardiomiopatias
F721,56,61741.92,32.30357142857143,Masculino,34,22,0,Retardo mental grave
C674,56,87280.69,65.42857142857143,Masculino,32,24,0,Neoplasia maligna da bexiga
C811,56,190126.24,28.339285714285715,Masculino,36,20,0,Doenca de Hodgkin
C185,56,203356.44,62.017857142857146,Masculino,29,27,0,Neoplasia maligna do colon
K758,56,55085.17,57.82142857142857,Masculino,32,24,0,Outras doencas inflamatorias do figado
K852,56,53485.56,51.42857142857143,Masculino,51,5,0,Pancreatite aguda
T021,56,32612.68,56.017857142857146,Masculino,38,18,0,Fraturas envolvendo multiplas regioes do corpo
K739,55,74468.94,60.09090909090909,Masculino,34,21,0,Hepatite cronica nao classificada em outra parte
T136,55,134818.34,57.90909090909091,Masculino,39,16,0,"Outros traumatismos de membro inferior, nivel nao especificado"
S921,55,38881.25,38.236363636363635,Masculino,39,16,0,Fratura do pe (exceto do tornozelo)
G473,55,32507.12,28.545454545454547,Feminino,25,30,0,Disturbios do sono
C837,55,85459.18,36.127272727272725,Masculino,43,12,0,Linfoma nao-Hodgkin difuso
D437,55,441530.13,47.70909090909091,Masculino,33,22,0,Neoplasia de comportamento incerto ou desconhecido do encefalo e do sistema nervoso central
S314,55,16352.7,30.527272727272727,Feminino,0,55,0,"Ferimento do abdome, do dorso e da pelve"
P200,55,641693.58,1.0909090909090908,Masculino,32,23,0,Hipoxia intra-uterina
T876,55,23611.77,54.054545454545455,Masculino,41,14,0,Complicacoes proprias de reimplante e amputacao
O990,55,11308.67,26.6,Feminino,0,55,0,"Outras doencas da mae, classificadas em outra parte, mas que complicam a gravidez o parto e o puerperio"
C929,55,123192.9,50.38181818181818,Masculino,29,26,0,Leucemia mieloide
J154,55,53312.83,53.018181818181816,Feminino,26,29,0,Pneumonia bacteriana nao classificada em outra parte
K570,55,96560.09,65.03636363636363,Feminino,22,33,0,Doenca diverticular do intestino
K602,55,20163.43,48.50909090909091,Feminino,27,28,0,Fissura e fistula das regioes anal e retal
M311,55,30563.45,62.6,Feminino,26,29,0,Outras vasculopatias necrotizantes
C50 ,55,110036.59,58.07272727272727,Feminino,3,52,0,Neoplasia maligna da mama
Q103,54,61487.69,58.425925925925924,Feminino,23,31,0,"Malformacoes congenitas das palpebras, do aparelho lacrimal e da orbita"
Q213,54,978240.57,8.481481481481481,Masculino,38,16,0,Malformacoes congenitas dos septos cardiacos
A047,54,44674.53,56.81481481481482,Feminino,21,33,0,Outras infeccoes intestinais bacterianas
H431,54,208345.83,56.03703703703704,Masculino,32,22,0,Transtornos do humor vitreo
C845,54,64914.439999999995,48.18518518518518,Feminino,25,29,0,Linfomas de celulas T cutaneas e perifericas
J381,54,22815.11,47.96296296296296,Masculino,31,23,0,Doencas das cordas vocais e da laringe nao classificadas em outra parte
J851,54,172416.1,39.22222222222222,Masculino,39,15,0,Abscesso do pulmao e do mediastino
Q250,54,633483.43,8.907407407407407,Feminino,23,31,0,Malformacoes congenitas das grandes arterias
O044,54,12465.6,28.166666666666668,Feminino,0,54,0,Aborto por razoes medicas e legais
P044,54,142075.81,0.3148148148148148,Feminino,26,28,0,Feto e recem-nascido afetados por influencias nocivas transmitidas ao feto via placenta ou leite materno
T212,54,120283.95,21.296296296296298,Masculino,36,18,0,Queimadura e corrosao do tronco
S830,54,40719.32,33.851851851851855,Feminino,23,31,0,"Luxacao, entorse e distensao das articulacoes e dos ligamentos do joelho"
G403,54,84688.54,29.462962962962962,Feminino,24,30,0,Epilepsia
N751,54,10889.95,32.351851851851855,Feminino,0,54,0,Doencas da glandula de Bartholin
M464,54,97636.09,58.24074074074074,Feminino,26,28,0,Outras espondilopatias inflamatorias
I847,53,18188.09,47.698113207547166,Masculino,27,26,0,Hemorroidas
